text,sentype,SnowNLP,positive_NRC,negative_NRC,anger(3),anticipation(1),disgust(2),fear(5),joy(4),sadness(6),surprise(7),trust
"['贺B莲补充说。\n', '“这一千块钱我给你们拿来了。” \n', '玉D老汉说着，便从衣服大襟的口袋里颤颤巍巍拿出了一捆子人民币，放在儿子家的炕席片上，他的钱从来不存银行，都在粮食囤里埋着，手伸进去就取出来了。\n']",other,0.26997436507384187,2,0,1,1,0,0,1,0,1,1
"['他赶紧说：\n', '“爸爸！这钱是孙少平给你们箍窑的，我们怎能使用呢？” \n', '“本来，我应该领料着给你们营造地方。一来孙少平执意不让，说要一个人负责为你们箍窑；二来我也忙忙乱乱，紧接着又出了事，因此，至今没能为你把新地方建起来，心里一直很难过。现在，孙少平已经把箍窑的钱攒得差不多了，我们怎能拿这钱办砖场呢？爸爸，你把钱拿回去。我欠缺的，由我来想办法。再说，我们不言不传用了这钱，也对不起孙少平……” \n']",反问句,0.7146643695165508,1,0,0,0,0,0,0,0,0,0
"['“爸爸！这钱是孙少平给你们箍窑的，我们怎能使用呢？” \n', '“本来，我应该领料着给你们营造地方。一来孙少平执意不让，说要一个人负责为你们箍窑；二来我也忙忙乱乱，紧接着又出了事，因此，至今没能为你把新地方建起来，心里一直很难过。现在，孙少平已经把箍窑的钱攒得差不多了，我们怎能拿这钱办砖场呢？爸爸，你把钱拿回去。我欠缺的，由我来想办法。再说，我们不言不传用了这钱，也对不起孙少平……” \n', '“孙少平已经回了信，叫你们用去。还说有困难，叫你们给他写信，他还可以在煤矿给你们转借……”\n']",反问句,2.3409559756881748e-05,6,0,4,4,0,0,4,0,4,4
"['“本来，我应该领料着给你们营造地方。一来孙少平执意不让，说要一个人负责为你们箍窑；二来我也忙忙乱乱，紧接着又出了事，因此，至今没能为你把新地方建起来，心里一直很难过。现在，孙少平已经把箍窑的钱攒得差不多了，我们怎能拿这钱办砖场呢？爸爸，你把钱拿回去。我欠缺的，由我来想办法。再说，我们不言不传用了这钱，也对不起孙少平……” \n', '“孙少平已经回了信，叫你们用去。还说有困难，叫你们给他写信，他还可以在煤矿给你们转借……”\n', '玉C老汉把钱拿起来，揭开对面的小木匣，给他们放了进去。\n']",陈述句,0.5633765373544126,2,1,1,1,0,1,0,1,0,0
"['妻子一边用好吃好喝款待那位讨债的外县人，一边安慰丈夫说：\n', '“甭急躁，咱想办法。要不，让我再回一次柳林，让我爸和姐夫打掇着为咱借……”\n', '“上次借人家的钱还没还哩！”\n']",other,0.09324400995274229,0,1,1,0,0,0,0,0,0,0
"['“甭急躁，咱想办法。要不，让我再回一次柳林，让我爸和姐夫打掇着为咱借……”\n', '“上次借人家的钱还没还哩！”\n', 'A头搭拉在胸前，丧气地蹲在脚地上用手抠鞋帮子。\n']",other,0.37554455259738984,1,0,1,1,0,0,1,0,1,1
"['B头搭拉在胸前，丧气地蹲在脚地上用手抠鞋帮子。\n', '“要不，你再到县上跑跑，找他周县长去！”\n', '贺A莲又出主意说。\n']",other,0.0521151611833357,0,0,0,0,0,0,0,0,0,0
"['临上车前，她一再给他宽心说：\n', '“你放心走你的。砖场的事和那个要债的人，都有我应付哩！不管怎样，咱们的砖场又起来了。你千万不能灰心……” \n', 'B在妻子如此热忱的鼓励下，羞愧自己白算个男子汉了，他立刻打起精神，跑到了县上。\n']",疑问词问句,0.615861199247975,1,1,0,0,0,0,0,1,0,1
"['脚类似驴和山羊那样的蹄子。\n', '“你好！”\n', '这个人突然开口说话了，而且是一口标准的北京普通话。\n']",other,0.5312500000000001,0,0,0,0,0,0,0,0,0,0
"['他问：\n', '“你们来自哪里？” \n', '“我们来自银河系，就是你地球人说的‘外星人’。”\n']",疑问词问句,0.7962962962962962,0,0,0,0,0,0,0,0,0,0
"['“你们来自哪里？” \n', '“我们来自银河系，就是你地球人说的‘外星人’。”\n', '“我读过几本有关外星人的书，说你们用心电感应和我们沟通思想。是这样吗？”\n']",陈述句,0.9787622787110097,0,0,0,0,0,0,0,0,0,0
"['“我们来自银河系，就是你地球人说的‘外星人’。”\n', '“我读过几本有关外星人的书，说你们用心电感应和我们沟通思想。是这样吗？”\n', 'A问。\n']",疑问词问句,0.969253815315739,0,0,0,0,0,0,0,0,0,1
"['A：\n', '“是，我们能这样。” \n', 'B：\n']",是字句,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['A：\n', '“你们能猜测我们所思考的问题吗？”\n', 'B：\n']",陈述句,0.9594038327061394,0,1,0,0,0,1,0,1,1,0
"['”A：\n', '“那么说，刚才我见我死去的女朋友，这是你们为我安排的？” \n', 'B：\n']",other,0.6266792120057564,0,0,0,0,0,0,0,0,0,0
"['A：\n', '“是的。你思念你女朋友的念力太强大，使得我们不得不捕捉。我们同情你，就用我们的方法让你看见她。我们储存着地球上所有人的资料。” \n', 'B：\n']",other,0.9999906716467654,1,0,0,0,0,1,0,1,0,0
"['A：\n', '“你能让她再活过来吗？” \n', 'B：\n']",陈述句,0.5641947753284927,0,0,0,0,0,0,0,0,0,0
"['A：\n', '“不能。连我们对自己的生命也做不到这一点。不过，我们的寿命很长，平均年龄要超过两千岁，当然是换算成地球标准的年龄。” \n', 'B：\n']",比较句,0.9964755487506947,1,0,0,1,0,0,1,0,0,0
"['A：\n', '“那么你多少岁了？” \n', 'B：\n']",疑问词问句,0.6216216216216218,0,0,0,0,0,0,0,0,0,0
"['A：\n', '“换算成你们的年龄是六百岁。在我们那里，算是年轻人。按你们这个国家的新说法，可以属于‘第三梯队’。” \n', 'B：\n']",是字句,0.9824505322780515,0,0,0,0,0,0,0,0,0,1
"['A：\n', '“就我们看来，活得那么长，这已不是生命，而只是一种灵魂的存在了。” \n', 'B：\n']",是字句,0.9913547667798674,2,0,0,2,0,0,1,0,0,1
"['A：\n', '“对，也不对。某些生命达到了高度完美，精神就不再需要物质肉体，就好象是生活在纯粹的精神世界。因此用你们进化论的水准实际上不可能与他们接触。”B：“你的中国话说得非常好……” \n', 'A：\n']",比较句,0.9997805547370779,7,4,2,2,0,0,2,1,2,3
"['A：\n', '“地球上自古到今的所有语言我们都懂。我们有这些语言的完整资料，学习某种语言用不了几天，一种特别装置把我们和类似电脑的东西连接起来，这些语言就象出自本心一样，自动就说出来了。我现在可以用黄原方言和你交谈。” \n', 'B：\n']",疑问词问句,0.9993209078698193,4,0,0,0,0,0,1,0,0,2
"['A：\n', '“你们对地球抱什么态度？是好意还是恶意？”B（用黄原方言）：“大部分B从不加害于你们。当然，太空中也有个别邪恶的生物，把你们抓回到他们的星球做杂工。你们地球历史上常有大量人集体失踪的事件。你可能不知道，美国一位专门研究超自然现象的专家自赖特·史德加博士，就写过一本《奇异的失踪》的书，收集了不少集体失踪事件，所牵涉的人数，由最少十二人到最多四千人……” \n', 'A：\n']",选择问句,0.9999999968660138,4,7,3,1,2,6,0,4,3,1
"['A：\n', '“呀，你的黄原话简直让我感到象老乡一样亲切！那么，我想问，你们的飞碟为什么降落在这地方？你们在这里干什么？” \n', 'B：\n']",疑问词问句,0.0008579750481723103,2,1,1,0,0,1,0,1,0,0
"['A：\n', '“我们对地球上这一带的地质情况很感兴趣。我们想了解这里在地球第四纪以前所形成的基岩情况。你们也已经通过古地磁测定而知道，整个黄土高原至少从更新世纪起，就已开始堆积，按你们的时间算，距今已二百四十万年了。从那时以来，在整个第四纪期间，黄土沉积面积逐步扩大，形成了大面积连续覆盖，将第四纪前形成的基岩，除高耸的岩石山地之外，大都掩埋于其下了……” \n', 'B：\n']",反问句,0.9994112082671639,2,2,0,2,0,0,0,1,0,2
"['A：\n', '“老实说，我不太懂这些。你们一定都是无所不知的超人吧？有部美国电影就叫《超人》，是描写你们怎样完美无缺而力大无穷的。” \n', 'B：\n']",疑问词问句,0.9944285239632316,3,0,0,0,0,0,2,0,0,3
"['A：\n', '“这是浪漫的美国人的幻想。我们不是超人，也决非十全十美，和你们一样必须不断进化。当然，我们要比你们先进得多。我们的祖先和我们都对不断发达的地球人承担着某种义务，想对你们的某些人用心电感应来给予帮助，使你的人种进化更高的阶段。我们已经为你们做过许多事，不过你们不得而知罢了。” \n', 'B：\n']",比较句,0.9999999999817459,5,1,1,2,0,1,4,1,1,3
"['A：\n', '“那你们为什么不和地球上的各国政府接触呢？”B：“很遗撼，你们地球上的许多政府都被少数人占有。如果他们获得我们的技术，就会情不自禁想支配整个地球。我们绝不相信这些少数人能维持地球的秩序。他们连自己国家的和平都维持不了，怎么可能维持全球的和平呢？”A：“噢，对了，我还想告诉你，我的妹妹在大学学的正是有关于天体物理的课程……” \n', 'B：\n']",反问句,0.9999999999893436,9,3,1,4,0,3,3,0,0,4
"['A：\n', '“那里的情况我们知道。尽管那些课程过于原始和简单，但你妹妹无疑将是你们国家最为出色的天体物理学专家之一……” \n', 'B还想问A一些问题，但他突然举起毛茸茸的胳膊前后摆了摆——这大概是他们和人告别的方式，就转过身向另外两个同类走去。\n']",other,0.9999753589856792,1,1,1,0,0,0,0,0,0,3
"['当然，也有确实存在困难的人，不回去不行……\n', '“弟兄们看有没有什么好办法保勤呢？”\n', 'A问这几位“部落头领”。\n']",正反问句,0.08762350107568118,1,0,0,2,0,1,1,0,1,1
"['他赶忙拦挡说：\n', '“我刚吃过饭，再说这是早上，怎还喝着酒呢！” \n', 'C嫂不听他的，只顾给他往上端菜，并且提着酒瓶，把杯子都倒溢了。\n']",陈述句,0.04944193372641248,1,2,1,1,0,0,1,1,1,0
"['A看他推让着不叫母亲炒菜倒酒，就在旁边说：\n', '“B叔叔，就是你不来，我妈妈每顿饭都把酒杯给你搁着哩！”\n', 'B举起的酒杯在嘴边猛地停住了。\n']",把字句,0.8850291685440097,1,0,0,0,0,0,0,0,0,0
"['A忍不住笑了，说：\n', '“我也跟你们去放风筝！”\n', 'B高兴得嗷嗷价叫起来。\n']",陈述句,0.47496101735484497,0,0,0,0,0,0,0,0,0,0
"['B过来立在她面前，突然有点咄呐地说：\n', '“明天……是星期六。我想……晚上带你去我们家……” \n', '“瞧，又来了！”\n']",是字句,0.2648475923128605,0,0,0,1,0,0,0,0,0,0
"['“明天……是星期六。我想……晚上带你去我们家……” \n', '“瞧，又来了！”\n', 'A不好意思地望了一眼B。\n']",other,0.2500000000000001,0,0,0,0,0,0,0,0,0,0
"['过了一会，她才说：\n', '“等明天我再告诉你我去不……” \n', 'B做出一副对此回答不满意的样子，笑着摇摇头走了。\n']",other,0.1044807879097891,0,0,0,1,0,0,0,0,0,0
"['他悄悄对她说：\n', '“我下课后就给家里打电话！” \n', '中午吃饭时，他们为一件小事争执了半天。\n']",陈述句,0.5430438013112228,1,0,0,0,0,0,0,0,0,0
"['她开玩笑说：\n', '“要是这样，那就和许多电影里的情节差不多了。一个老官僚的儿子，动用父亲单位的小车来接送女朋友……” \n', '他也开玩笑说：\n']",other,0.9996450146650526,0,1,0,0,0,0,0,0,0,2
"['他也开玩笑说：\n', '“电影里还可能有另一种情节，这样的时候，那位有革命觉悟的女朋友就带头抵制不正之风，坚决不坐老官僚的小汽车！” \n', '两个人说笑了半天。\n']",存在句,0.996613519917766,2,3,2,1,0,2,0,2,1,1
"['“农村人！哼，我们家将有个农村来的儿媳妇！” \n', '“农村人怎？我也是农村出身！”\n', 'A反驳道。\n']",比较句,0.7725457100654831,0,0,0,0,0,0,0,0,0,0
"['“卫生习惯，智力……” \n', '“你连面也没见，就知道人家不讲卫生？至于智力，她考入那个大学就说明她肯定超过了管理档案的水平！”\n', 'A不由讥讽地对老伴说。\n']",比较句,0.5351188552799285,7,0,0,3,0,0,1,0,0,3
"['B和两位诗人握了握手，就让客人们在沙发里入座。\n', '“咱们就直截了当说吧！什么事又让老将亲自出马？是不是作协又没钱花了？”\n', 'B笑着问D。\n']",正反问句,0.12616701377308792,2,0,0,0,0,0,0,0,0,2
"['D仰头哈哈一笑，说：\n', '“吴书记有眼力！不过，这次倒不是为作协要钱，我们这一两月还能凑合……”\n', '“那为谁家要呢？”\n']",存在句,0.588615852286153,1,0,0,1,0,0,0,0,1,0
"['“吴书记有眼力！不过，这次倒不是为作协要钱，我们这一两月还能凑合……”\n', '“那为谁家要呢？”\n', 'B问。\n']",疑问词问句,0.2500000000000001,0,0,0,0,0,0,0,0,0,0
"['A问。\n', '“事情说起来还麻烦！有这么个情况，咱们黄原地区近几年出了好些个诗人。他们创作了许多很有质量的诗歌，被外面称为‘黄土地派’，为咱们省争了光！” \n', '“这好嘛。”\n']",疑问词问句,0.9859930622176892,2,1,1,0,0,1,0,0,0,0
"['“事情说起来还麻烦！有这么个情况，咱们黄原地区近几年出了好些个诗人。他们创作了许多很有质量的诗歌，被外面称为‘黄土地派’，为咱们省争了光！” \n', '“这好嘛。”\n', '吴书记说。\n']",陈述句,0.6558628208940429,0,0,0,0,0,0,0,0,0,0
"['吴书记说。\n', '“比如象这位A同志，写诗已经好些年了，作品在省内外都有影响。最近一首诗还被尼泊尔翻译过去了！” \n', 'A谦虚而拘谨地向省委书记点了点头，紧张得不断在腿膝盖上揩手心里冒出的汗水。\n']",被字句,0.9986815066495153,2,1,0,0,0,0,0,0,0,2
"['另一位诗人B倒不紧张，大大咧咧抽着茶几上书记的招待烟，并且还跷着个二郎腿。\n', '“这好嘛。”\n', '吴书记又说。\n']",陈述句,0.6558628208940429,0,0,0,0,0,0,0,0,0,0
"['吴书记又说。\n', '“可现在的问题是，这些诗人出书很困难！省出版社只出能赚钱的书，而对真正的文学作品不感兴趣。这些同志写诗多年连个小集子都出不了。现在，他们想自己在当地印刷厂印一个小诗集，又苦于没钱，地区不给他们嘛！因此，看省上能不能支持一下？” \n', 'C听说是这事，便顺手从文件堆里翻出一份材料，说：\n']",正反问句,0.6191132754598402,7,4,2,1,0,2,2,2,1,4
"['B听说是这事，便顺手从文件堆里翻出一份材料，说：\n', '“你还提这问题哩！瞧，这是记者高朗写的一份内参，说黄原地区滥印非法印刷品，好些诗人在出版社出不了书，就找门道在地区单位搞钱自己为自己出书。黄原副专员刘吉喜同志就花了行署近两万块钱，在原南县印刷厂印了他的五本顺口溜。群众讽刺说吉喜同志的诗集是‘原南县人民出版社’出的！” \n', '能言善说的C嘴一张，一时竟不知该怎样为这事辩解了。\n']",陈述句,0.049821938171199065,6,4,3,1,2,2,1,3,1,5
"['他问吴书记：\n', '“这高朗是？” \n', '“市上维山的儿子，是省报记者。” \n']",是字句,0.5,0,0,0,0,0,0,0,0,0,0
"['“这高朗是？” \n', '“市上维山的儿子，是省报记者。” \n', '旁边坐着的A羞得脸通红，赶忙低下了头。\n']",是字句,0.8028438285167313,1,0,0,0,0,0,0,0,0,1
"['这时候，D看B陷入窘态，赶忙和颜悦色地说：\n', '“内参是内参，但文化事业我们还是要大力支持嘛！要大力搞好我们的社会主义精神文明哩！这样吧，你先不要着急，让我再想想办法。你知道，我给你拿不出钱，还得要通过政府那面才行。现在不是有人说，党委有权，政府有钱嘛！”\n', 'B精神一下缓了过来，马上补充说：\n']",选择问句,0.013056854216222269,6,3,2,2,1,3,1,0,1,2
"['C精神一下缓了过来，马上补充说：\n', '“还有哩，说政协发言，人大举拳！” \n', '众人大笑之后，C接着恭维了一番吴书记，又攻击了那个叫高朗的记者，并说：\n']",other,0.4392914087731148,0,0,0,0,0,0,0,0,0,0
"['众人大笑之后，B接着恭维了一番吴书记，又攻击了那个叫C的记者，并说：\n', '“维山我认识，我罢了找他，叫他好好管管他的儿子！” \n', '这时，省纪监委书记F到了。\n']",陈述句,0.25450991345760166,0,0,0,0,0,0,0,0,0,0
"['他们实际上都知道，他们不可能再挽救B的命运了。\n', '“撤销职务可以，但开除党籍太重了！即是B当时在工作岗位上，也无法阻挡老天爷下雨发水嘛！他在与不在，难道能改变那个城市的命运？”\n', 'C用发牢骚的语气对A说。\n']",反问句,0.8936518481392458,0,3,1,1,0,0,0,1,0,0
"['C用发牢骚的语气对A说。\n', '“那总不能找老天爷去算帐！”\n', 'A吐了一口烟，“B太不争气了。现在有什么办法？只能自作自受！”\n']",陈述句,0.12968362210999274,0,0,0,0,0,0,0,0,0,0
"['A吐了一口烟，“B太不争气了。现在有什么办法？只能自作自受！”\n', '“如果省委能有个宽容的态度，我想中纪委工作组也会考虑他们提出的处理意见。但我估计乔书记、石钟和田福军恐怕和中纪委的意见是一致的……” \n', 'C说完后，探询性地看着A，目光中的意思是：\n']",比较句,0.9099783576188215,2,1,0,0,0,0,0,0,0,2
"['A笑着抱歉：\n', '“本来，应留你在家里吃饭，可我那个儿子要带他的女朋友回来，第一次上门……” \n', '“吴仲平和小敏的事定下了？”\n']",other,0.8102537025643091,0,1,1,0,0,1,0,0,0,0
"['“本来，应留你在家里吃饭，可我那个儿子要带他的女朋友回来，第一次上门……” \n', '“吴仲平和小敏的事定下了？”\n', 'B问。\n']",other,0.3883379202801368,0,0,0,0,0,0,0,0,0,0
"['在高层相互熟悉的领导人之间，孩子们的婚姻也是他们所关心的；因为某种联姻往往牵扯微妙的政治格局。\n', '“不是维山的女儿，是黄原一个女孩子，听说老家在原西县……” \n', '“谁的孩子？”\n']",是字句,0.9376915518596932,1,0,0,0,0,0,1,0,0,0
"['“不是维山的女儿，是黄原一个女孩子，听说老家在原西县……” \n', '“谁的孩子？”\n', 'B一听吴书记的儿子找了个黄原姑娘，不由敏感起来；因为黄原是他呆过多年的地方。\n']",疑问词问句,0.7684069611780455,0,0,0,0,0,0,0,0,0,0
"['当然，肯定不会是A的女儿；他女儿正是在那次该死的洪水中淹死了。\n', '“我也不知道是谁的女儿！”\n', 'B笑了笑，“一个农村姑娘。” \n']",疑问词问句,0.6603386946549687,1,0,0,0,0,0,1,0,0,0
"['B笑了笑，“一个农村姑娘。” \n', '“农村的？”\n', 'C大惑不解。\n']",other,0.641025641025641,0,0,0,0,0,0,0,0,0,0
"['不过，他马上又笑着说：\n', '“那你得好好准备罗！” \n', '两个人说笑着，B一直把他送到门外的汽车旁。\n']",other,0.8649001578619405,1,0,0,1,0,0,0,0,0,1
"['经理立刻告诉他，他们一见报，昨天晚上就带了一只新壶，亲自到那位用户家里替他换了，并且还道了歉。\n', '“这就好。”\n', 'A表扬说，随即转出了这个杂货店，继续往市委那边走。\n']",陈述句,0.6558628208940429,1,0,0,1,0,0,1,0,1,1
"['诗人吼住了她，说：\n', '“这是个屁事！才几块钱的东西！叫我给晚报写个稿子，即扬了他们的臭名，再赚它几块稿费，不照样能买只新的？”\n', '于是，他便写了那封“读者来信”。\n']",疑问词问句,0.0013932890615504512,3,1,1,0,1,1,0,0,0,0
"['结果，杂货店赶忙登门将坏壶换成了新壶；而那封“读者来信”的稿费也确实能买两只新铅壶。\n', '“你看，一只坏壶换了三只新壶，怎样？”\n', '现代派诗人用现实主义方法创造的“杰作”，使他那实用主义的老婆破涕为笑……\n']",疑问词问句,0.05851806896282752,1,0,0,1,0,1,0,0,0,0
"['他想抽支烟，但身上没装火柴。\n', '“买盒火柴。”\n', '他对那位用肮脏绳子把石头眼镜拴在光头上的店主说。\n']",other,0.4737672181921926,0,0,0,0,0,0,0,0,0,0
"['A一愣，问：\n', '“没火柴了？”\n', '“早断了！” \n']",other,0.3302485663264493,0,0,0,0,0,0,0,0,0,0
"['他走到街上的公共电话间，要到了他的秘书。\n', '“让吴师把车开到东大街骡马市口来。”\n', '他对秘书说。\n']",把字句,0.35298274445520217,0,1,1,0,1,0,0,0,0,0
"['秘书在电话上告诉他。\n', '“让他们过一个半小时再来！” \n', '“知道了……” \n']",other,0.1584516538628793,0,0,0,0,0,0,0,0,0,0
"['农办主任和农业局长正在等他。\n', '“我估计你们还没有解决化肥问题吧？”\n', 'A焦虑地问他们。\n']",陈述句,0.5125693896228631,0,1,0,0,0,1,0,1,0,0
"['A眼一亮，问：\n', '“多少？” \n', '“三万吨。”\n']",疑问词问句,0.5262327818078083,0,0,0,0,0,0,0,0,0,0
"['农业局长说。\n', '“我的天！”\n', 'A冲动地从办公桌后面转出来，笑呵呵地握住了两位下属的手。\n']",other,0.38121739130434773,1,0,0,0,0,0,1,0,0,1
"['A冲动地从办公桌后面转出来，笑呵呵地握住了两位下属的手。\n', '“怎搞到的？”\n', '他把他们让进沙发，兴奋地问。\n']",other,0.2630522088353414,0,0,0,0,0,0,0,0,0,0
"['“我们两个亲自跑了一趟北京。” \n', '“去了北京？” \n', '“嗯……我们没什么好办法，只好跑到部里去纠缠人家。那天我们一下飞机，就要了辆出租车直接去了部里，找到了主管司，可人家快下班了，正副司长都不在，只留个办事员，那位女办事员问我们有什么事，我们就照实说了……本来，我们是找司长，没想到那位女办事员问我们得多少？这下我们才赶忙说了咱们市的困难，并打问了这位女办事员的住宿处。人家给我们写个地址。我们心想，只要留地址就有门！这样，我和张主任晚上就上她家登门拜访了一回。没想到这位女同志就是司里管化肥调拨的，马上就从内蒙古给咱们调了三万吨。当然……我们把所有带的名贵土特产都送给了这位女同志……”\n']",other,0.5238416247276045,0,0,0,0,0,0,0,0,0,0
"['农业局长叙述完这个买化肥的“故事”后，脸通红。\n', '“那你们从哪里弄的土特产？”\n', 'A惊讶地问。\n']",疑问词问句,0.15155795997846766,0,0,0,0,0,0,0,0,0,0
"['他最后只好对两个下属说：\n', '“那就尽快组织力量，把化肥及时送到基层……” \n', '农办主任和农业局长走后，A的心情仍然难以平静下来，在改革开放的新形势下，社会各个环节存在着许多令人忧虑的问题；而这些问题又在直接威胁和瓦解着改革本身。\n']",把字句,0.9950482852769524,2,0,0,1,0,0,1,0,1,1
"['他有点激动地握住了B的手，问：\n', '“刚到？”\n', '“昨天到的。一个钟头后就得起飞！” \n']",other,0.49852071005917165,0,0,0,0,0,0,0,0,0,0
"['“刚到？”\n', '“昨天到的。一个钟头后就得起飞！” \n', '“往北还是往南？” \n']",other,0.5144607842958033,0,1,0,0,0,0,0,0,0,0
"['“昨天到的。一个钟头后就得起飞！” \n', '“往北还是往南？” \n', '“当然只能是往南罗！” \n']",other,0.8973062541048333,0,0,0,0,0,0,0,0,0,0
"['“往北还是往南？” \n', '“当然只能是往南罗！” \n', '“那么说，你就要去上任了？” \n']",是字句,0.24735590214928505,0,0,0,0,0,0,0,0,0,0
"['“当然只能是往南罗！” \n', '“那么说，你就要去上任了？” \n', '“省委催的紧嘛，黄原那面刚办完手续，就赶下来了。”\n']",other,0.6214350440762235,0,0,0,0,0,0,0,0,0,0
"['“那么说，你就要去上任了？” \n', '“省委催的紧嘛，黄原那面刚办完手续，就赶下来了。”\n', '“B，你的担子不轻松啊！” \n']",陈述句,0.006479675298630472,0,0,0,0,0,0,0,0,0,0
"['“省委催的紧嘛，黄原那面刚办完手续，就赶下来了。”\n', '“B，你的担子不轻松啊！” \n', 'A亲切地拉B坐进沙发，喊叫通讯员弄来两杯茶水。\n']",陈述句,0.8219526864719717,0,0,0,0,0,0,0,0,0,0
"['A并没有因B过去和他闹过别扭，就对他存有偏见；我们知道，他们在黄原时就已合作得很好了……\n', '“连一顿饭也顾不上吃？”\n', 'A遗撼地问B。\n']",比较句,0.7458808003032539,1,0,0,0,0,0,0,0,0,0
"['A遗撼地问B。\n', '“没时间了！我抽点空就是来看看你。你们可得要好好支援我们那个地区啊！再说，你也是省委领导，我们一块共事多年了，你很了解我的缺点，请能随时提醒我！”\n', 'B很诚恳地说。\n']",比较句,0.21103309508516122,1,1,0,1,0,0,0,0,0,1
"['到医院门口时，C关切地叮咛司机老吴说：\n', '“这儿能停车吗？要把车放到指定地点去，小心罚款！”\n', '是呀！\n']",把字句,0.17229808520591816,1,2,2,0,1,1,0,1,0,1
"['C气得对颓丧的丈夫痛心疾首地喊叫：\n', '“大大呀！谁叫你给众人骚这杨柳情嘛……” \n', '正在这混乱之时，B出现在了大家面前。\n']",疑问词问句,0.9354319022742738,1,0,0,0,0,0,0,0,0,0
"['B到来之后，立刻对慌乱的人群说：\n', '“大家不要怕！回去喝些老陈醋，喉咙上的刺就化了！” \n', '啊啊，醋能治这病？\n']",祈使句,0.07573742695882502,1,1,1,0,1,1,0,1,1,1
"['B强压住兴奋，但仍然激动得声音都变了调，对A说：\n', '“老天爷作怪哩，三锤家的蜂猛然价都跑了……” \n', '正在洗茶饭碗的A一听她大哥家的蜂都跑了，双手在腿膝盖上一拍，高兴得大声喊叫说：\n']",陈述句,0.8579552558712293,0,0,0,0,0,0,0,0,0,0
"['正在洗茶饭碗的A一听她大哥家的蜂都跑了，双手在腿膝盖上一拍，高兴得大声喊叫说：\n', '“老天爷咋睁眼了啊！” \n', '两个妇女丢下各自正在干的活，到金家湾上下院子里传播这消息。\n']",陈述句,0.8316688974923881,0,0,0,0,0,0,0,0,0,0
"['E这样想的时候，就对辣女人B和颜悦色地说：\n', '“你反映的情况我知道了。这要会议上处理，我E一个人处理不了。你先回去。要是会议处理不了，你再闹也不迟嘛！村里解决不了，你不会到石圪节乡上去？好，就这样。你路过给C捎个话，叫他到我这里来一下……” \n', 'B走后不久，得到口讯的C就一路小跑着来了。\n']",比较句,0.006390558111555866,2,2,2,1,0,0,1,0,1,1
"['B来到破碾盘前，把那只先到的鞋重新拖拉到光脚上，问：\n', '“什么事？” \n', 'D等一阵咳嗽过后，才说了A告C的事。\n']",疑问词问句,0.467669172932331,0,0,0,0,0,0,0,0,0,0
"['D等一阵咳嗽过后，才说了A告C的事。\n', '“嗨，村里这种事太多了！如今吃是吃好了，但问题也越来越多了。许多纠纷一直搁着没解决……”\n', 'B跹蹴在D对面，大为感叹地说。\n']",比较句,0.10992852395086994,3,2,1,1,0,1,1,1,1,1
"['B跹蹴在D对面，大为感叹地说。\n', '“我想咱们开个支部会，对有些事总得做个处理。咱们大概一两年都没开个支部会了……” \n', 'B一听说要开会，兴奋地一下子从地上站起来。\n']",陈述句,0.5852300191492817,0,0,0,0,0,0,0,0,0,0
"['B当即从裤带上解下大队部公窑门上的钥匙，交给A，说：\n', '“你把会议室收拾一下，再给金俊山、金俊武和田海民通知到，叫他们晚上来开支部会。” \n', '“要不要扩大一下？” \n']",把字句,0.9666294908299055,2,0,0,1,0,0,1,0,0,2
"['“你把会议室收拾一下，再给金俊山、金俊武和田海民通知到，叫他们晚上来开支部会。” \n', '“要不要扩大一下？” \n', '“不了！这是我们党的会议嘛！”\n']",other,0.3693910911319984,1,0,0,0,0,0,0,0,0,1
"['“要不要扩大一下？” \n', '“不了！这是我们党的会议嘛！”\n', 'B断然否定了A的意见。\n']",是字句,0.39497881954970093,0,0,0,0,0,0,0,0,0,0
"['B开玩笑说：\n', '“那蜂可能是想了老家，跑回意大利去了！据说那是个资本主义国家，生活比咱们这里好！”\n', '这话惹得大家哄笑起来。\n']",比较句,0.9727414537612739,1,0,0,1,0,0,1,0,1,2
"['D给众人叙述了“案由”以后，感概地说：\n', '“过去集体时，哪会出现这样的事！枣树是集体的，由队里统一去管理了。如今手勤的人还经心抚哺，懒人连树干上的老干皮也不能刮，据说每家都拿草绳子把自己的树都圈起来了。这是为甚？”\n', '“就那也不顶事。树枝子在空中掺到了一起。这几年打枣纠纷最多，一个说把一个的打了，另外，都想在八月十五前后两天打枣，结果枣在地上又混到了一块，拣不分明。光去年为这些事就打破了四颗人头……”金俊山补充说。“唉，回想当年的打枣节全村人一块就象过年一样高兴！”\n']",反问句,0.9976156885814605,4,1,1,2,2,0,2,0,1,3
"['“过去集体时，哪会出现这样的事！枣树是集体的，由队里统一去管理了。如今手勤的人还经心抚哺，懒人连树干上的老干皮也不能刮，据说每家都拿草绳子把自己的树都圈起来了。这是为甚？”\n', '“就那也不顶事。树枝子在空中掺到了一起。这几年打枣纠纷最多，一个说把一个的打了，另外，都想在八月十五前后两天打枣，结果枣在地上又混到了一块，拣不分明。光去年为这些事就打破了四颗人头……”金俊山补充说。“唉，回想当年的打枣节全村人一块就象过年一样高兴！”\n', 'C感叹不止地说。\n']",疑问词问句,0.6151340177370807,6,2,1,3,0,1,2,1,2,1
